LAST,FIRST,STATE,PHONE,ID,EMAIL,GRADYEAR,YRSSINCEGRAD,GPA,PROGRAM,STUDIEDABROAD,STUDIEDIN,NEWSLETTER
Hardy,Loree,Wisconsin,(534) 555-8613,204113,lhardy@alumni.rouxacademy.com,2007,5,2.01,Graphic Design,NO,n/a,YES
England,Dena,Michigan,(947) 555-1332,814876,dengland2@alumni.rouxacademy.com,2008,4,3.01,Graphic Design,NO,n/a,NO
Pruitt,Zenia,California,(213) 555-3171,361499,zpruitt@alumni.rouxacademy.com,2004,8,2.93,Fashion and Textile Design,NO,n/a,NO
Schultz,Eloisa,Missouri,(314) 555-8910,292237,eschultz@alumni.rouxacademy.com,2010,2,3.97,Photography,NO,n/a,NO
Lopez,Julianna,New York,(607) 555-3529,606206,jlopez@alumni.rouxacademy.com,2008,4,3.64,Graphic Design,NO,n/a,YES
Dillon,Deloras,Illinois,(815) 555-2302,370453,ddillon2@alumni.rouxacademy.com,2007,5,2.15,Animation,NO,n/a,YES
Cooper,Keven,Illinois,(630) 555-2534,541049,kcooper@alumni.rouxacademy.com,2004,8,2.5,Fashion and Textile Design,NO,n/a,YES
Guthrie,Asley,Michigan,(810) 555-9847,968975,aguthrie3@alumni.rouxacademy.com,2011,1,3.77,Graphic Design,NO,n/a,YES
Fuentes,Reed,Illinois,(331) 555-2568,119236,rfuentes@alumni.rouxacademy.com,2007,5,3.45,Fashion and Textile Design,YES,Thailand,YES
Barber,Edmond,Michigan,(231) 555-0173,407832,ebarber@alumni.rouxacademy.com,2000,12,3.69,Fashion and Textile Design,NO,n/a,YES
Mcknight,Pura,Alaska,(907) 555-4902,884617,pmcknight@alumni.rouxacademy.com,2008,4,2.92,Animation,NO,n/a,YES
Silva,Stephen,Pennsylvania,(814) 555-4258,856444,ssilva@alumni.rouxacademy.com,2009,3,2.66,Animation,YES,South Africa,NO
Miller,Marti,South Carolina,(864) 555-1718,373001,mmiller@alumni.rouxacademy.com,2001,11,3.92,Graphic Design,NO,n/a,YES
Armstrong,Tod,Minnesota,(218) 555-2011,675004,tarmstrong@alumni.rouxacademy.com,2007,5,2.19,Graphic Design,NO,n/a,YES
Pope,August,Georgia,(678) 555-3588,110544,apope2@alumni.rouxacademy.com,2006,6,2.94,Fashion and Textile Design,NO,n/a,YES
Moran,Eve,Florida,(321) 555-8653,638273,emoran@alumni.rouxacademy.com,2011,1,2.68,Fine Art and Visual Culture,NO,n/a,YES
Gallegos,Carri,New York,(929) 555-6342,94490,cgallegos3@alumni.rouxacademy.com,2010,2,2.42,Animation,NO,n/a,NO
Tate,Lorita,Florida,(305) 555-6090,834254,ltate@alumni.rouxacademy.com,2010,2,2.57,Graphic Design,NO,n/a,NO
Thomas,Joslyn,California,(858) 555-7505,128223,jthomas2@alumni.rouxacademy.com,2002,10,3.57,Fashion and Textile Design,NO,n/a,YES
Fisher,Barbara,Georgia,(470) 555-2995,895383,bfisher@alumni.rouxacademy.com,2005,7,2.34,Graphic Design,YES,China,NO
Robertson,Natalya,California,(510) 555-5384,678184,nrobertson2@alumni.rouxacademy.com,2007,5,3.18,Graphic Design,NO,n/a,NO
Mcpherson,Season,Florida,(754) 555-6825,87749,smcpherson2@alumni.rouxacademy.com,2000,12,3.75,Animation,NO,n/a,YES
England,Yuonne,Florida,(954) 555-8761,452042,yengland@alumni.rouxacademy.com,2000,12,2.85,Animation,NO,n/a,NO
Bartlett,Barbera,Minnesota,(507) 555-5704,667601,bbartlett@alumni.rouxacademy.com,2007,5,2.92,Photography,NO,n/a,YES
Burns,Gaylord,Ohio,(330) 555-7807,320981,gburns@alumni.rouxacademy.com,2002,10,2.98,Fashion and Textile Design,NO,n/a,YES
Haynes,Clora,Indiana,(574) 555-2921,998735,chaynes@alumni.rouxacademy.com,2006,6,3.58,Photography,NO,n/a,YES
Conley,Thea,Pennsylvania,(412) 555-3474,864609,tconley@alumni.rouxacademy.com,2000,12,3.53,Fine Art and Visual Culture,NO,n/a,NO
Grant,Gary,Florida,(863) 555-7405,656102,ggrant@alumni.rouxacademy.com,2001,11,2.37,Photography,YES,Poland,NO
Hampton,Ma,Minnesota,(651) 555-1233,320874,mhampton2@alumni.rouxacademy.com,2010,2,2.61,Photography,NO,n/a,YES
Mccray,Geneva,Tennessee,(615) 555-4108,632910,gmccray@alumni.rouxacademy.com,2006,6,3.11,Photography,NO,n/a,NO
Ramos,Tam,Florida,(239) 555-9836,521675,tramos2@alumni.rouxacademy.com,2010,2,3.48,Fine Art and Visual Culture,NO,n/a,NO
Houston,Dede,North Dakota,(701) 555-6934,671021,dhouston2@alumni.rouxacademy.com,2000,12,3.17,Graphic Design,NO,n/a,NO
Berry,Nella,Virginia,(434) 555-2619,426607,nberry@alumni.rouxacademy.com,2009,3,2,Animation,NO,n/a,YES
Colon,June,New Jersey,(609) 555-5170,989400,jcolon3@alumni.rouxacademy.com,2005,7,2.46,Graphic Design,NO,n/a,YES
Page,Maryetta,Massachusetts,(413) 555-3078,788845,mpage3@alumni.rouxacademy.com,2006,6,3.19,Photography,NO,n/a,YES
Robertson,Jocelyn,California,(562) 555-3011,781775,jrobertson2@alumni.rouxacademy.com,2009,3,3.31,Fashion and Textile Design,NO,n/a,NO
Combs,Janean,Massachusetts,(774) 555-1831,188809,jcombs2@alumni.rouxacademy.com,2003,9,3.42,Photography,NO,n/a,NO
Delgado,Dino,Missouri,(314) 555-8413,617207,ddelgado2@alumni.rouxacademy.com,2011,1,3.54,Animation,NO,n/a,NO
York,Mozelle,Wisconsin,(715) 555-2731,583927,myork2@alumni.rouxacademy.com,2009,3,3.81,Fine Art and Visual Culture,NO,n/a,NO
James,Jung,Iowa,(515) 555-6883,298219,jjames@alumni.rouxacademy.com,2000,12,3.43,Photography,NO,n/a,NO
Roy,Delena,Arkansas,(870) 555-7185,8835,droy@alumni.rouxacademy.com,2008,4,3.09,Graphic Design,NO,n/a,NO
Mathis,Mao,Nevada,(702) 555-9246,127236,mmathis5@alumni.rouxacademy.com,2000,12,3.86,Photography,NO,n/a,YES
Powers,Williemae,Michigan,(248) 555-7399,863446,wpowers2@alumni.rouxacademy.com,2010,2,3.65,Fine Art and Visual Culture,NO,n/a,NO
Mckee,Annis,Oregon,(503) 555-1425,73973,amckee@alumni.rouxacademy.com,2008,4,2.99,Graphic Design,NO,n/a,NO
Pollard,Yung,Massachusetts,(978) 555-7037,498782,ypollard@alumni.rouxacademy.com,2010,2,2.49,Animation,NO,n/a,NO
Klein,Genevieve,Florida,(786) 555-8687,260705,gklein@alumni.rouxacademy.com,2000,12,2.24,Fine Art and Visual Culture,NO,n/a,YES
Harris,Marcell,Connecticut,(860) 555-7801,626880,mharris@alumni.rouxacademy.com,2006,6,3.9,Graphic Design,YES,Poland,YES
Buckner,Kristi,Arizona,(928) 555-6475,492582,kbuckner@alumni.rouxacademy.com,2002,10,2.28,Animation,NO,n/a,YES
Colon,Eddie,Wisconsin,(608) 555-2499,761203,ecolon@alumni.rouxacademy.com,2001,11,2.15,Fashion and Textile Design,NO,n/a,YES
Guy,Aundrea,Texas,(469) 555-2981,21418,aguy3@alumni.rouxacademy.com,2007,5,3.58,Fashion and Textile Design,YES,China,NO
Sharp,Kimberley,Michigan,(810) 555-8438,483689,ksharp@alumni.rouxacademy.com,2004,8,3.27,Graphic Design,NO,n/a,YES
Anderson,Roderick,Florida,(305) 555-0045,640578,randerson@alumni.rouxacademy.com,2001,11,3.65,Animation,NO,n/a,NO
Buck,Ladonna,Wisconsin,(608) 555-6540,541393,lbuck@alumni.rouxacademy.com,2003,9,3.56,Animation,NO,n/a,NO
Lindsey,Christiana,California,(408) 555-0997,582324,clindsey4@alumni.rouxacademy.com,2007,5,2.18,Animation,NO,n/a,NO
Chen,Brittni,Indiana,(574) 555-4893,982703,bchen@alumni.rouxacademy.com,2004,8,2.83,Fashion and Textile Design,NO,n/a,NO
Walter,Penelope,Illinois,(312) 555-2963,868600,pwalter@alumni.rouxacademy.com,2010,2,3.46,Fine Art and Visual Culture,NO,n/a,YES
Vinson,Carey,Alabama,(334) 555-2621,560760,cvinson@alumni.rouxacademy.com,2008,4,2.62,Animation,YES,Lebanon,YES
Fisher,Alex,Wisconsin,(534) 555-4184,675992,afisher4@alumni.rouxacademy.com,2007,5,3.85,Graphic Design,NO,n/a,NO
Mercado,Elisha,California,(916) 555-3829,483220,emercado2@alumni.rouxacademy.com,2011,1,3.91,Animation,NO,n/a,YES
Tate,Leila,Minnesota,(507) 555-2399,748270,ltate2@alumni.rouxacademy.com,2005,7,3.03,Fashion and Textile Design,NO,n/a,NO
Shaffer,Michaele,New York,(718) 555-5187,800039,mshaffer@alumni.rouxacademy.com,2011,1,3.18,Photography,NO,n/a,NO
Kelley,Hollie,Michigan,(231) 555-1926,411790,hkelley2@alumni.rouxacademy.com,2003,9,2.53,Fine Art and Visual Culture,YES,Sweden,YES
Crosby,Charleen,Nebraska,(531) 555-5345,688983,ccrosby4@alumni.rouxacademy.com,2004,8,3.8,Graphic Design,NO,n/a,YES
Sherman,Sherrell,Michigan,(734) 555-2388,42884,ssherman2@alumni.rouxacademy.com,2010,2,3.13,Fine Art and Visual Culture,NO,n/a,YES
Downs,Jewell,California,(831) 555-6780,133023,jdowns2@alumni.rouxacademy.com,2009,3,3.35,Animation,NO,n/a,YES
Woodward,Mirian,Louisiana,(318) 555-1887,458375,mwoodward2@alumni.rouxacademy.com,2009,3,2,Fine Art and Visual Culture,NO,n/a,NO
Jimenez,Leon,Tennessee,(901) 555-3975,742764,ljimenez@alumni.rouxacademy.com,2011,1,3.86,Photography,NO,n/a,NO
Raymond,Annetta,Ohio,(740) 555-8666,941760,araymond2@alumni.rouxacademy.com,2003,9,3.89,Graphic Design,YES,South Africa,YES
Wilson,Ashlyn,Ohio,(614) 555-6488,331237,awilson2@alumni.rouxacademy.com,2006,6,3.71,Fine Art and Visual Culture,NO,n/a,YES
Faulkner,Armida,Pennsylvania,(814) 555-0028,506663,afaulkner@alumni.rouxacademy.com,2006,6,3.35,Animation,NO,n/a,YES
Mcdaniel,Adina,California,(213) 555-1810,259148,amcdaniel@alumni.rouxacademy.com,2006,6,2.3,Graphic Design,NO,n/a,NO
Moss,Laraine,Florida,(850) 555-7484,293404,lmoss3@alumni.rouxacademy.com,2008,4,2.05,Graphic Design,NO,n/a,YES
Mccoy,Gilda,Nebraska,(308) 555-7146,459045,gmccoy@alumni.rouxacademy.com,2001,11,3.07,Animation,NO,n/a,NO
Foster,Joe,New York,(929) 555-4516,667791,jfoster@alumni.rouxacademy.com,2002,10,2.66,Fine Art and Visual Culture,NO,n/a,YES
Mcknight,Ferdinand,Louisiana,(337) 555-8401,12402,fmcknight@alumni.rouxacademy.com,2010,2,3.31,Fine Art and Visual Culture,NO,n/a,YES
Duran,Kasey,Kentucky,(270) 555-4320,126801,kduran@alumni.rouxacademy.com,2009,3,2.92,Fashion and Textile Design,NO,n/a,NO
Huber,Elmer,Louisiana,(504) 555-2729,514234,ehuber@alumni.rouxacademy.com,2006,6,3.03,Fashion and Textile Design,NO,n/a,YES
Reed,Elanor,South Carolina,(864) 555-5760,374607,ereed2@alumni.rouxacademy.com,2006,6,2.5,Fashion and Textile Design,NO,n/a,YES
Kane,Celestine,Pennsylvania,(814) 555-7022,480359,ckane@alumni.rouxacademy.com,2008,4,3.43,Animation,NO,n/a,NO
Colon,Vern,Virginia,(757) 555-4119,495213,vcolon@alumni.rouxacademy.com,2010,2,3.18,Fashion and Textile Design,NO,n/a,YES
Ferguson,Marva,Pennsylvania,(610) 555-1106,360316,mferguson2@alumni.rouxacademy.com,2008,4,2.42,Graphic Design,NO,n/a,NO
Morrison,Hye,Colorado,(970) 555-9170,423227,hmorrison@alumni.rouxacademy.com,2011,1,2.73,Graphic Design,YES,Mexico,YES
Avery,Donita,Florida,(386) 555-7135,313321,davery2@alumni.rouxacademy.com,2009,3,3.23,Animation,NO,n/a,YES
Conway,Wai,Massachusetts,(781) 555-4379,600913,wconway@alumni.rouxacademy.com,2005,7,3.71,Photography,NO,n/a,YES
Cortez,Isis,Ohio,(937) 555-8377,116644,icortez2@alumni.rouxacademy.com,2010,2,3.16,Graphic Design,NO,n/a,NO
Woodward,Carlene,Ohio,(234) 555-7366,156009,cwoodward2@alumni.rouxacademy.com,2000,12,3.3,Graphic Design,NO,n/a,YES
Rollins,Rufina,Alabama,(205) 555-2835,388520,rrollins@alumni.rouxacademy.com,2003,9,2.73,Graphic Design,NO,n/a,NO
Pate,Hank,Tennessee,(731) 555-5617,566826,hpate@alumni.rouxacademy.com,2004,8,2.49,Photography,NO,n/a,YES
Britt,Rossana,California,(408) 555-9856,496772,rbritt2@alumni.rouxacademy.com,2001,11,3.59,Graphic Design,YES,China,NO
Wade,Lanie,North Dakota,(701) 555-0676,456312,lwade2@alumni.rouxacademy.com,2002,10,2.76,Animation,NO,n/a,YES
Henry,Aurelio,California,(747) 555-9275,278766,ahenry4@alumni.rouxacademy.com,2009,3,2.32,Animation,NO,n/a,YES
Franco,Rosina,Montana,(406) 555-0961,88517,rfranco@alumni.rouxacademy.com,2008,4,2.6,Fashion and Textile Design,NO,n/a,NO
Mercado,Briana,Vermont,(802) 555-2101,722243,bmercado@alumni.rouxacademy.com,2000,12,3.21,Fashion and Textile Design,NO,n/a,NO
Yates,Joye,California,(559) 555-4606,548235,jyates2@alumni.rouxacademy.com,2002,10,2.55,Fashion and Textile Design,NO,n/a,NO
Russo,Gil,California,(559) 555-7492,633161,grusso@alumni.rouxacademy.com,2000,12,3.87,Fashion and Textile Design,NO,n/a,NO
Berg,Justine,California,(323) 555-4832,225154,jberg@alumni.rouxacademy.com,2006,6,3.65,Fine Art and Visual Culture,NO,n/a,NO
Brady,Carlo,Illinois,(872) 555-4501,532886,cbrady3@alumni.rouxacademy.com,2001,11,2.95,Animation,NO,n/a,YES
Leblanc,Ruthe,Montana,(406) 555-6173,956464,rleblanc2@alumni.rouxacademy.com,2011,1,3.83,Photography,YES,Italy,YES
Dotson,Portia,Illinois,(309) 555-6996,976443,pdotson@alumni.rouxacademy.com,2003,9,2.43,Graphic Design,NO,n/a,YES
Pollard,Gavin,Massachusetts,(774) 555-9540,660631,gpollard@alumni.rouxacademy.com,2000,12,2.57,Animation,NO,n/a,NO
Compton,Esteban,California,(714) 555-5359,348921,ecompton2@alumni.rouxacademy.com,2009,3,3.74,Animation,NO,n/a,NO
Atkinson,Brittany,Texas,(940) 555-8861,468090,batkinson@alumni.rouxacademy.com,2010,2,2.81,Fashion and Textile Design,NO,n/a,YES
Hurley,Reuben,Illinois,(224) 555-7221,229526,rhurley@alumni.rouxacademy.com,2006,6,3.6,Animation,YES,Mexico,YES
Jacobson,Claud,Kentucky,(502) 555-8863,483765,cjacobson2@alumni.rouxacademy.com,2008,4,2.61,Animation,YES,Mexico,YES
Ford,Keva,Wisconsin,(920) 555-3973,74817,kford2@alumni.rouxacademy.com,2000,12,3.32,Fashion and Textile Design,NO,n/a,YES
Lott,Arlinda,Iowa,(641) 555-8602,746280,alott@alumni.rouxacademy.com,2010,2,3.91,Fashion and Textile Design,NO,n/a,NO
Chapman,Yuette,New York,(646) 555-0363,334741,ychapman@alumni.rouxacademy.com,2004,8,3.75,Fine Art and Visual Culture,NO,n/a,YES
Wise,Micha,Texas,(817) 555-2902,601977,mwise2@alumni.rouxacademy.com,2001,11,2.17,Photography,NO,n/a,NO
Snider,Hiedi,Pennsylvania,(724) 555-3791,883347,hsnider@alumni.rouxacademy.com,2009,3,3.47,Fashion and Textile Design,NO,n/a,NO
Harvey,Jordon,California,(442) 555-5248,40888,jharvey@alumni.rouxacademy.com,2003,9,2.83,Fine Art and Visual Culture,NO,n/a,YES
Greene,Lara,Utah,(435) 555-5695,431654,lgreene2@alumni.rouxacademy.com,2006,6,2.28,Fine Art and Visual Culture,YES,Poland,NO
Larsen,Mable,New Mexico,(575) 555-9229,881324,mlarsen@alumni.rouxacademy.com,2007,5,2.43,Graphic Design,NO,n/a,NO
Manning,Marylee,New Jersey,(862) 555-9835,95171,mmanning@alumni.rouxacademy.com,2005,7,3.6,Photography,NO,n/a,YES
Weiss,Sharie,Connecticut,(860) 555-2765,877406,sweiss2@alumni.rouxacademy.com,2005,7,2.14,Fashion and Textile Design,NO,n/a,NO
Sandoval,Beryl,Illinois,(708) 555-3242,452304,bsandoval@alumni.rouxacademy.com,2010,2,2.04,Fine Art and Visual Culture,NO,n/a,NO
Velasquez,Eden,Colorado,(719) 555-3777,506018,evelasquez@alumni.rouxacademy.com,2009,3,3.81,Fashion and Textile Design,NO,n/a,YES
Hendricks,Hector,Oregon,(971) 555-8707,223902,hhendricks@alumni.rouxacademy.com,2011,1,3.31,Photography,NO,n/a,NO
Finch,Jackie,Oregon,(971) 555-8532,148542,jfinch3@alumni.rouxacademy.com,2003,9,3.74,Fine Art and Visual Culture,YES,Finland,NO
Valentine,Margo,Florida,(850) 555-7051,87381,mvalentine2@alumni.rouxacademy.com,2004,8,2.04,Fine Art and Visual Culture,NO,n/a,NO
Reyes,Sam,Minnesota,(320) 555-1232,742813,sreyes3@alumni.rouxacademy.com,2007,5,2.75,Animation,NO,n/a,YES
Wolfe,Manuel,Ohio,(513) 555-1900,954275,mwolfe3@alumni.rouxacademy.com,2010,2,2.09,Fine Art and Visual Culture,NO,n/a,NO
Estes,Maryland,Louisiana,(985) 555-9118,413754,mestes@alumni.rouxacademy.com,2010,2,2.68,Graphic Design,NO,n/a,YES
Anthony,Pete,Massachusetts,(781) 555-7784,67971,panthony2@alumni.rouxacademy.com,2000,12,3.86,Animation,NO,n/a,YES
Boyle,Rodrick,Virginia,(540) 555-0196,524784,rboyle2@alumni.rouxacademy.com,2009,3,3.29,Fine Art and Visual Culture,NO,n/a,YES
Mason,Lyndia,California,(209) 555-8729,563686,lmason@alumni.rouxacademy.com,2004,8,3.53,Photography,NO,n/a,NO
Bridges,Kaitlin,California,(650) 555-9701,542708,kbridges@alumni.rouxacademy.com,2003,9,2.3,Graphic Design,NO,n/a,NO
Brooks,Gayle,Texas,(361) 555-6960,942480,gbrooks2@alumni.rouxacademy.com,2003,9,2.75,Animation,NO,n/a,NO
Miles,Zachariah,Oklahoma,(405) 555-1739,142521,zmiles2@alumni.rouxacademy.com,2011,1,3.36,Graphic Design,YES,Canada,NO
Rodriguez,Waldo,Washington,(509) 555-4090,659916,wrodriguez@alumni.rouxacademy.com,2009,3,2.2,Graphic Design,NO,n/a,YES
Barrett,Jazmine,North Carolina,(828) 555-0759,894188,jbarrett2@alumni.rouxacademy.com,2011,1,2.33,Fashion and Textile Design,NO,n/a,NO
Serrano,Yuk,California,(415) 555-8713,162383,yserrano@alumni.rouxacademy.com,2000,12,2.65,Graphic Design,NO,n/a,NO
Oneill,Asuncion,Ohio,(440) 555-8954,706485,aoneill@alumni.rouxacademy.com,2008,4,2.15,Graphic Design,NO,n/a,NO
Thompson,Armandina,Utah,(435) 555-0953,357810,athompson2@alumni.rouxacademy.com,2008,4,3.91,Animation,NO,n/a,YES
Mclaughlin,Glen,Florida,(904) 555-7205,569976,gmclaughlin@alumni.rouxacademy.com,2002,10,3.04,Fine Art and Visual Culture,NO,n/a,YES
Knight,Darby,New York,(315) 555-7735,356098,dknight2@alumni.rouxacademy.com,2009,3,3.07,Fine Art and Visual Culture,NO,n/a,NO
Carpenter,Elida,Florida,(863) 555-5275,491989,ecarpenter3@alumni.rouxacademy.com,2010,2,2.54,Graphic Design,NO,n/a,YES
Foster,Gwenda,Oklahoma,(580) 555-8962,697990,gfoster2@alumni.rouxacademy.com,2007,5,3.22,Fine Art and Visual Culture,NO,n/a,NO
Ball,Kathrin,Ohio,(614) 555-8097,666406,kball@alumni.rouxacademy.com,2005,7,3.57,Fine Art and Visual Culture,NO,n/a,YES
Craft,Susannah,Virginia,(434) 555-5969,375999,scraft2@alumni.rouxacademy.com,2000,12,2.33,Photography,NO,n/a,YES
Shields,Daysi,Massachusetts,(774) 555-6998,745430,dshields@alumni.rouxacademy.com,2001,11,3.33,Photography,YES,Spain,NO
Lane,Josefine,Ohio,(740) 555-7804,170804,jlane3@alumni.rouxacademy.com,2009,3,3.53,Animation,YES,Thailand,YES
Camacho,Bradley,Florida,(305) 555-6397,202153,bcamacho2@alumni.rouxacademy.com,2002,10,2.8,Photography,NO,n/a,NO
Clarke,Eugenia,Virginia,(540) 555-9975,160973,eclarke@alumni.rouxacademy.com,2000,12,2.25,Animation,NO,n/a,NO
Douglas,Paula,California,(408) 555-9566,519673,pdouglas@alumni.rouxacademy.com,2006,6,3.38,Graphic Design,NO,n/a,NO
Blevins,Melissa,Utah,(801) 555-5467,345915,mblevins2@alumni.rouxacademy.com,2009,3,2.81,Photography,NO,n/a,NO
Cole,Manuel,Virginia,(703) 555-6604,684374,mcole2@alumni.rouxacademy.com,2006,6,3.49,Photography,YES,Turkey,NO
Pratt,Louie,Washington D.C.,(202) 555-5754,429626,lpratt2@alumni.rouxacademy.com,2002,10,3.72,Photography,NO,n/a,NO
Goff,Beatriz,New Hampshire,(603) 555-6208,22849,bgoff2@alumni.rouxacademy.com,2007,5,2.61,Fine Art and Visual Culture,YES,Brazil,NO
Vinson,Hyun,Florida,(954) 555-4065,713553,hvinson@alumni.rouxacademy.com,2010,2,2.69,Animation,YES,Lebanon,NO
Rasmussen,Keisha,Iowa,(712) 555-4485,883290,krasmussen@alumni.rouxacademy.com,2006,6,3.6,Fashion and Textile Design,NO,n/a,NO
Zamora,Marva,New Mexico,(575) 555-0163,40637,mzamora@alumni.rouxacademy.com,2007,5,3.13,Fine Art and Visual Culture,YES,Poland,NO
Lee,Deloras,North Carolina,(336) 555-2073,451683,dlee@alumni.rouxacademy.com,2004,8,2.12,Fine Art and Visual Culture,NO,n/a,YES
Mills,Maisie,Wisconsin,(920) 555-8936,46582,mmills3@alumni.rouxacademy.com,2007,5,2.91,Graphic Design,YES,Canada,NO
Gutierrez,Vannesa,Arizona,(928) 555-4072,163183,vgutierrez@alumni.rouxacademy.com,2000,12,2.21,Graphic Design,NO,n/a,YES
Fry,Sean,Maryland,(443) 555-4483,193140,sfry2@alumni.rouxacademy.com,2005,7,3.05,Animation,NO,n/a,NO
Snider,Clemente,Michigan,(248) 555-7520,67008,csnider4@alumni.rouxacademy.com,2003,9,3.92,Graphic Design,NO,n/a,YES
Morales,Ebony,Connecticut,(203) 555-8512,905253,emorales@alumni.rouxacademy.com,2001,11,2.2,Animation,YES,Finland,YES
Walters,Sammie,Florida,(239) 555-9577,948171,swalters3@alumni.rouxacademy.com,2006,6,2.29,Fine Art and Visual Culture,NO,n/a,YES
Maldonado,Dania,California,(626) 555-8192,360981,dmaldonado@alumni.rouxacademy.com,2004,8,3.2,Animation,NO,n/a,YES
Phillips,Earleen,Pennsylvania,(484) 555-2184,264040,ephillips2@alumni.rouxacademy.com,2010,2,3.7,Fashion and Textile Design,NO,n/a,YES
Flowers,Mellissa,Maine,(207) 555-5447,790132,mflowers@alumni.rouxacademy.com,2010,2,3.45,Photography,YES,Finland,NO
Taylor,Rene,Ohio,(740) 555-1938,187782,rtaylor2@alumni.rouxacademy.com,2008,4,2.15,Animation,NO,n/a,NO
Horn,Vivien,Minnesota,(218) 555-4838,979675,vhorn@alumni.rouxacademy.com,2001,11,3.41,Fine Art and Visual Culture,NO,n/a,YES
Butler,Virgen,Arkansas,(479) 555-3283,604039,vbutler@alumni.rouxacademy.com,2006,6,3.02,Fine Art and Visual Culture,NO,n/a,YES
Strong,Danika,Maine,(207) 555-0891,858996,dstrong@alumni.rouxacademy.com,2002,10,3.74,Fashion and Textile Design,NO,n/a,YES
Forbes,Dorsey,Maryland,(410) 555-7620,298605,dforbes2@alumni.rouxacademy.com,2003,9,3.49,Photography,YES,Mexico,NO
Boone,Ivy,New York,(315) 555-4191,139258,iboone2@alumni.rouxacademy.com,2006,6,3.86,Fashion and Textile Design,NO,n/a,YES
Conrad,Oren,California,(530) 555-5210,321535,oconrad@alumni.rouxacademy.com,2010,2,3.84,Fine Art and Visual Culture,NO,n/a,YES
Barnett,Renato,Texas,(832) 555-0540,698522,rbarnett@alumni.rouxacademy.com,2010,2,2.41,Graphic Design,NO,n/a,YES
Barnes,Bari,Florida,(772) 555-3210,930913,bbarnes2@alumni.rouxacademy.com,2000,12,2.54,Animation,NO,n/a,NO
Brock,Shonda,Kansas,(913) 555-3420,164502,sbrock3@alumni.rouxacademy.com,2011,1,2.52,Graphic Design,NO,n/a,NO
Nguyen,Yasmine,New York,(929) 555-8190,204221,ynguyen2@alumni.rouxacademy.com,2008,4,3.69,Graphic Design,NO,n/a,NO
Gonzalez,Carrol,Kansas,(785) 555-2628,247419,cgonzalez3@alumni.rouxacademy.com,2003,9,2.75,Photography,YES,Sweden,YES
Lambert,Twila,New York,(718) 555-6896,845456,tlambert@alumni.rouxacademy.com,2001,11,2.92,Fine Art and Visual Culture,NO,n/a,NO
Keller,Jody,California,(949) 555-9661,410995,jkeller2@alumni.rouxacademy.com,2005,7,3.54,Graphic Design,NO,n/a,YES
Gibson,Aurelio,California,(415) 555-9484,788354,agibson@alumni.rouxacademy.com,2005,7,2.12,Fine Art and Visual Culture,NO,n/a,NO
Roach,Kanesha,California,(562) 555-5711,651735,kroach2@alumni.rouxacademy.com,2010,2,3.39,Photography,YES,Japan,NO
Bradley,Gema,Missouri,(660) 555-5147,339998,gbradley@alumni.rouxacademy.com,2001,11,3.96,Fashion and Textile Design,NO,n/a,NO
Lucas,Min,Arizona,(602) 555-9669,875119,mlucas@alumni.rouxacademy.com,2004,8,2.07,Graphic Design,NO,n/a,NO
Hudson,Magali,Washington,(425) 555-5905,837796,mhudson3@alumni.rouxacademy.com,2005,7,3.06,Fine Art and Visual Culture,YES,Poland,YES
Tran,Jordan,Louisiana,(985) 555-8956,623485,jtran2@alumni.rouxacademy.com,2010,2,3.91,Photography,NO,n/a,YES
Butler,Jalisa,Nebraska,(531) 555-3141,803561,jbutler3@alumni.rouxacademy.com,2002,10,3.76,Fine Art and Visual Culture,NO,n/a,YES
Wiggins,Janelle,Indiana,(574) 555-6652,863326,jwiggins3@alumni.rouxacademy.com,2006,6,3.27,Animation,NO,n/a,YES
Trujillo,Faustino,California,(909) 555-8916,858815,ftrujillo@alumni.rouxacademy.com,2008,4,3.66,Fine Art and Visual Culture,YES,Thailand,NO
Payne,Dorthea,Pennsylvania,(267) 555-8278,514430,dpayne@alumni.rouxacademy.com,2004,8,2.26,Animation,NO,n/a,NO
Roman,Laurette,Virginia,(804) 555-5273,405478,lroman2@alumni.rouxacademy.com,2007,5,2.59,Fashion and Textile Design,YES,India,YES
Hinton,Elvis,Texas,(915) 555-8452,624834,ehinton@alumni.rouxacademy.com,2011,1,2.33,Graphic Design,NO,n/a,NO
Keith,Jeanette,New York,(845) 555-0912,742828,jkeith3@alumni.rouxacademy.com,2007,5,3.81,Photography,NO,n/a,NO
Burnett,Venice,Michigan,(947) 555-9245,506276,vburnett@alumni.rouxacademy.com,2011,1,2.07,Photography,YES,Canada,NO
Cole,Aldo,New York,(518) 555-8260,174180,acole@alumni.rouxacademy.com,2002,10,2.69,Fashion and Textile Design,NO,n/a,YES
Harrison,Juliette,Delaware,(302) 555-7413,712875,jharrison2@alumni.rouxacademy.com,2003,9,2.19,Fashion and Textile Design,YES,India,NO
Kim,Aletha,Mississippi,(662) 555-2558,262777,akim@alumni.rouxacademy.com,2007,5,3.48,Fashion and Textile Design,NO,n/a,YES
Sweeney,Aracely,California,(408) 555-8237,872465,asweeney2@alumni.rouxacademy.com,2002,10,3.17,Fine Art and Visual Culture,YES,Canada,NO
Nichols,Elisabeth,Tennessee,(901) 555-8059,720856,enichols@alumni.rouxacademy.com,2009,3,3.28,Graphic Design,NO,n/a,NO
